modelo,frame_evento,resumo_gerado,latencia_total_s,tempo_processamento_prompt_ms,tempo_geracao_ms,total_tokens_gerados,throughput_tps
gemma2:2b,5667.0,Risco de instabilidade por aceleração e desaceleração abrupta; velocidade reduzida e monitoramento da estabilidade.,1.2079262733459473,703613000.0,495511000.0,29,58.52544141300597
gemma2:2b,5763.0,Aceleração excessiva e direção errática; velocidade reduzida e estabilização da direção.,0.9898161888122559,589921000.0,390133000.0,23,58.95425406207627
gemma2:2b,5783.0,Aceleração excessiva e direção instável; velocidade reduzida e estabilização imediata.,1.1007075309753418,702761000.0,387723000.0,23,59.320700603265735
gemma2:2b,6052.0,Risco de perda de controle por desaceleração excessiva; velocidade reduzida e controle ativado.,1.017951250076294,596926000.0,410479000.0,24,58.46827730529455
gemma2:2b,6625.0,Risco de perda de controle por aceleração negativa excessiva; velocidade reduzida e estabilização da direção.,1.044490098953247,591608000.0,442696000.0,26,58.73104794260622
gemma2:2b,6670.0,Aceleração excessiva e direção errática; velocidade reduzida e estabilização da direção.,0.991344690322876,592875000.0,389083000.0,23,59.11335113587589
llama3.2:1b,5667.0,Risco de aceleração excessiva e desaceleração abrupta; reduzir a velocidade e monitorar os sensores de aceleração.,0.6978662014007568,331804000.0,355934000.0,35,98.33283698663236
llama3.2:1b,5763.0,"Risco de instabilidade por desaceleração brusca; velocidade reduzida e controle ativado.
Reduzir velocidade e estabilizar a direção imediatamente.
Reduzir velocidade e aplicar controle de estabilidade.",0.6967563629150391,119940000.0,566977000.0,55,97.00569864386034
llama3.2:1b,5783.0,"Risco de colisão com obstáculos próximos.
Aceleração excessiva e comportamento de direção instável detectados.
Reduzir a aceleração e estabilizar a direção imediatamente.",0.6434671878814697,119021000.0,515808999.0,50,96.93510601198332
llama3.2:1b,6052.0,"Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.
 
Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.
 
Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.
 
Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.
 
Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.
 
Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.
 
Risco de colisão com obstáculos próximos; velocidade reduzida e controle ativado.",1.9492740631103516,93531000.0,1847390000.0,175,94.72823821716042
llama3.2:1b,6625.0,Risco de aceleração excessiva e desaceleração abrupta; verificar sistema de frenagem e calibrar sensores de aceleração.,0.4535541534423828,92704000.0,346397000.0,34,98.1532749994948
llama3.2:1b,5667.0,"Risco de colisão por aceleração excessiva e desaceleração abrupta.
Aceleração excessiva: 10-15 km/h.
Desaceleração abrupto: 5-10 km/h.
Redução da velocidade: 5-10 km/h.
Monitoramento da estabilidade do veículo.",0.8336277008056641,94361000.0,730545000.0,70,95.81887494952399
llama3.2:1b,5763.0,Risco de colisão; velocidade reduzida e controle ativado.,0.2665078639984131,79204000.0,178935000.0,18,100.59518819683124
llama3.2:1b,5783.0,Risco de colisão com obstáculos próximos; redução da velocidade e estabilização da direção imediatamente.,0.4290335178375244,94182000.0,326769000.0,32,97.92850607003724
llama3.2:1b,6052.0,"Risco de perda de controle e instabilidade por desaceleração brusca.

Aceleração negativa excessiva detectada, velocidade reduzida e controle ativado.",0.5146489143371582,94397000.0,411261000.0,40,97.26183615757391
llama3.2:1b,6625.0,"Risco de perda de controle e instabilidade por desaceleração brusca.

Aceleração negativa excessiva detectada, velocidade reduzida e controle ativado.",0.4596560001373291,40119000.0,411242000.0,40,97.26632980094446
llama3.2:1b,6670.0,"Risco de colisão, aceleração excessiva e comportamento errático.

Aceleração excessiva e comportamento errático podem causar colisão com obstáculos ou outros veículos. Reduzir a aceleração e estabilizar a direção pode evitar colisões.",0.768362283706665,93894000.0,666542000.0,64,96.01795535765189
llama3.2:1b,6853.0,"Risco de colisão por aceleração excessiva e frenagem abrupta.
Aceleração excessiva: 10-15 km/h.
Frenagem abrupta: 20-25 km/h.
Redução da velocidade: 5-10 km/h.
Monitoramento da estabilidade: Continuação do monitoramento da velocidade e da estabilidade do veículo.",0.9272096157073975,79347000.0,839979000.0,80,95.24047625000148
llama3.2:1b,6878.0,"Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de direção.
 
Risco de colisão com obstáculos próximos; redução da aceleração e estabilização do controle de dirección.",6.6510865688323975,79384000.0,6562053000.0,589,89.75849478814024
llama3.2:1b,6898.0,"Risco de colisão; velocidade reduzida e controle ativado.
Redução da aceleração; estabilização da direção.
Redução da velocidade; controle de estabilidade.
Redução da aceleração; estabilização da direção.
Redução da velocidade; controle de estabilidade.
Redução da aceleração; estabilização da direção.
Redução da velocidade; controle de estabilidade.
Redução da aceleração; estabilização da direção.
Redução da velocidade; controle de estabilidade.
Redução da velocidade; controle de estabilidade.",2.138887882232666,106336000.0,2012711000.0,129,64.0926591050578
llama3.2:1b,5667.0,"Risco de colisão; velocidade reduzida e controle ativado.
Risco de colisão; velocidade reduzida e controle ativado.
Risco de colisão; velocidade reduzida e controle ativado.
Risco de colisão; velocidade reduzida e controle ativado.
Risco de colisão; velocidade reduzida e controle ativado.
Risco de colisão; velocidade reduzida e controle ativado.",1.7072985172271729,102129000.0,1590565000.0,103,64.75686312725352
llama3.2:1b,5763.0,"Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.
 
Risco de colisão; aceleração reduzida e estabilização ativada.",2.292170524597168,101079000.0,2182042000.0,168,76.99210189354741
llama3.2:1b,5783.0,"Risco de colisão com obstáculos próximos.
Aceleração excessiva e comportamento de direção instável detectados.
Reduzir a aceleração e estabilizar a direção imediatamente.",0.6290693283081055,94059000.0,520174000.0,50,96.12168236013333
llama3.2:1b,6052.0,"Risco de perda de controle e instabilidade por desaceleração brusca.

Aceleração negativa excessiva detectada, velocidade reduzida e controle ativado.",0.516871452331543,93883000.0,413533000.0,40,96.72746794088985
llama3.2:1b,6625.0,"Risco de perda de controle e instabilidade por aceleração excessiva.

Aceleração negativa excessiva detectada, velocidade reduzida e controle ativado.",0.4435126781463623,40936000.0,393693000.0,38,96.52190920336403
llama3.2:1b,6670.0,"Risco de colisão, aceleração excessiva e comportamento errático.

Aceleração excessiva e comportamento errático podem causar colisão com obstáculos ou outros veículos. Reduzir a aceleração e estabilizar a direção pode ajudar a evitar colisão.",1.0402922630310059,94538000.0,937577000.0,67,71.4607973531774
